star_id,mission,label,orbital_period,transit_duration,transit_depth,planet_radius,impact_parameter,transit_snr,mes,stellar_teff,stellar_logg,stellar_radius,mag
K2-180,K2,CONFIRMED,8.86638,,,2.51,,,,,,0.6867,
K2-181,K2,CONFIRMED,6.894252,,,2.70624391,,,,5609.0,4.46,0.999244,
K2-182,K2,CONFIRMED,4.73730765,,,,,,,5180.6,4.58536,0.790862,
K2-183,K2,CONFIRMED,0.469285,,,1.1,,,,5482.0,4.6,0.87,
K2-184,K2,CONFIRMED,16.9780102,,,1.47,,,,5245.0,4.62,0.75,
K2-185,K2,CONFIRMED,10.6161,,,1.19,,,,,,0.891,
K2-186,K2,CONFIRMED,41.4661,,,3.45,,,,,,1.0574,
K2-187,K2,CONFIRMED,0.773981,,,1.3833597,,,,5477.0,4.62,0.894913,
K2-188,K2,CONFIRMED,1.742169,,,1.35,,,,5977.0,4.31,1.19,
K2-189,K2,CONFIRMED,5.1763,,,1.51234354,,,,5503.0,4.61,0.862285,
K2-19,K2,CONFIRMED,7.9194,,,7.74,,,,5430.0,4.63,0.86,
K2-190,K2,CONFIRMED,10.099,,,,,,,5605.6,4.45114,0.980624,
K2-191,K2,CONFIRMED,2.85794855,,,,,,,5012.0,4.45795,0.891502,
K2-193,K2,CONFIRMED,14.786747,,,3.3,,,,,,0.83,
K2-194,K2,CONFIRMED,39.699,,,,,,,6212.0,4.28185,1.31129,
K2-195,K2,CONFIRMED,15.852975,,,3.13,,,,5713.0,4.42,0.99,
K2-196,K2,CONFIRMED,48.324222,,,3.59970536,,,,6045.0,4.08,1.538801,
K2-197,K2,CONFIRMED,8.357881,,,2.56,,,,5667.0,4.5,0.93,
K2-198,K2,CONFIRMED,17.043,,,,,,,5183.84,4.5962,0.781501,
K2-199,K2,CONFIRMED,3.225,,,,,,,4550.0,4.60155,0.701485,
K2-200,K2,CONFIRMED,2.85009,,,1.38,,,,,,0.8,
K2-201,K2,CONFIRMED,1.059806,,,1.47,,,,,,0.92,
K2-2016-BLG-0005L,K2,CONFIRMED,4700.0,,,,,,,,,,
K2-202,K2,CONFIRMED,3.405087,,,2.31,,,,,,0.923,
K2-204,K2,CONFIRMED,7.05647,,,2.76,,,,,,1.09,
K2-205,K2,CONFIRMED,26.672263,,,1.99552771,,,,5890.0,4.25,1.077574,
K2-206,K2,CONFIRMED,18.294549,,,2.79522879,,,,5043.0,4.46,0.758046,
K2-207,K2,CONFIRMED,12.4904,,,3.59,,,,,,0.929,
K2-208,K2,CONFIRMED,4.19121,,,1.75,,,,,,0.889,
K2-209,K2,CONFIRMED,2.080615,,,0.86850263,,,,4720.0,4.46,0.712365,
K2-21,K2,CONFIRMED,9.325038,,,1.84,,,,4222.06,,0.646783,
K2-210,K2,CONFIRMED,0.570233,,,0.81864346,,,,5396.0,4.55,0.85179,
K2-212,K2,CONFIRMED,9.795647,,,2.65,,,,4349.0,4.72,0.678,
K2-213,K2,CONFIRMED,8.13087,,,1.51398464,,,,5794.0,4.25,1.20424,
K2-214,K2,CONFIRMED,8.596724,,,2.5,,,,,,1.29,
K2-215,K2,CONFIRMED,8.26947,,,2.63,,,,,,1.0807,
K2-216,K2,CONFIRMED,2.174789,,,1.66,,,,4495.0,4.6,0.699,
K2-217,K2,CONFIRMED,14.074524,,,3.57854073,,,,5967.0,4.17,1.333718,
K2-218,K2,CONFIRMED,8.679885,,,2.56948149,,,,5757.0,4.45,1.008231,
K2-219,K2,CONFIRMED,3.901287,,,1.34762583,,,,5753.0,4.23,1.189232,
K2-22,K2,CONFIRMED,0.381073,,,2.3,,,,3879.0,4.7,0.58,
K2-220,K2,CONFIRMED,13.68275,,,2.62,,,,,,1.056,
K2-221,K2,CONFIRMED,2.399094,,,1.67890272,,,,5716.0,4.57,0.947599,
K2-222,K2,CONFIRMED,15.38857,,,2.35,,,,5942.0,,1.115,
K2-223,K2,CONFIRMED,0.50557,,,0.90973766,,,,5859.0,4.54,1.013236,
K2-224,K2,CONFIRMED,4.478591,,,1.66378993,,,,5614.0,4.63,0.839998,
K2-225,K2,CONFIRMED,15.8723,,,3.60929179,,,,5520.0,4.148,1.7,
K2-226,K2,CONFIRMED,3.271106,,,1.48696454,,,,5397.0,4.62,0.82447,
K2-227,K2,CONFIRMED,13.621832,,,1.66551298,,,,5673.0,4.58,0.890666,
K2-228,K2,CONFIRMED,2.698368,,,1.38434336,,,,4764.0,4.67,0.699017,
K2-229,K2,CONFIRMED,0.584249,,,1.164,,,,5185.0,4.56,0.793,
K2-230,K2,CONFIRMED,2.86041,,,1.96,,,,5945.0,4.2,1.39,
K2-231,K2,CONFIRMED,13.84457,,,2.79,,,,,,1.0306,
K2-232,K2,CONFIRMED,11.168454,,,11.209,,,,6154.0,4.379,1.161,
K2-233,K2,CONFIRMED,2.467583,,,1.315,,,,4796.0,4.53,0.71,
K2-237,K2,CONFIRMED,2.18053435,,,,,,,6257.0,4.24,1.43,
K2-238,K2,CONFIRMED,3.20466,,,14.5717,,,,5630.0,4.11,1.59,
K2-239,K2,CONFIRMED,5.24,,,1.1,,,,3420.0,4.9,0.36,
K2-240,K2,CONFIRMED,6.034,,,2.0,,,,3810.0,4.7,0.54,
K2-241,K2,CONFIRMED,26.8199,,,2.55,,,,5262.0,4.54,0.75,
K2-242,K2,CONFIRMED,6.51389,,,2.54,,,,3459.0,4.89,0.37,
K2-244,K2,CONFIRMED,21.06884,,,1.75,,,,5677.0,4.44,0.92,
K2-245,K2,CONFIRMED,11.89307,,,4.34,,,,5793.0,4.16,1.25,
K2-246,K2,CONFIRMED,5.76918,,,3.49,,,,5610.0,4.43,0.94,
K2-247,K2,CONFIRMED,2.25021,,,2.12,,,,4667.0,4.63,0.69,
K2-248,K2,CONFIRMED,7.17256,,,2.57,,,,5528.0,4.45,0.92,
K2-249,K2,CONFIRMED,12.409,,,2.79,,,,6504.0,4.16,1.57,
K2-25,K2,CONFIRMED,3.4845627,,,,,,,3180.0,,0.295,
K2-250,K2,CONFIRMED,4.01457,,,2.44,,,,5172.0,4.53,0.81,
K2-251,K2,CONFIRMED,9.30075,,,2.35,,,,3717.0,4.76,0.49,
K2-252,K2,CONFIRMED,13.81513,,,1.74,,,,5152.0,4.5,0.82,
K2-253,K2,CONFIRMED,4.00167,,,12.67,,,,6027.0,4.39,1.1,
K2-254,K2,CONFIRMED,4.09639,,,1.63,,,,4629.0,4.64,0.67,
K2-255,K2,CONFIRMED,1.96417,,,2.9,,,,4676.0,4.62,0.69,
K2-256,K2,FALSE_POSITIVE,5.52011,,,2.63,,,,5219.0,4.58,0.78,
K2-257,K2,CONFIRMED,1.60588,,,0.83,,,,3725.0,4.76,0.5,
K2-258,K2,CONFIRMED,19.0921,,,3.0,,,,6351.0,4.29,1.31,
K2-259,K2,CONFIRMED,15.48043,,,2.32,,,,6059.0,4.39,1.13,
K2-26,K2,CONFIRMED,,,,3.55068952,,,,3683.0,4.72407,0.515263,
K2-260,K2,CONFIRMED,2.62669768,,,,,,,6367.0,4.15,1.69,
K2-261,K2,CONFIRMED,11.63344,,,9.52763359,,,,5537.0,4.21,1.669,
K2-263,K2,CONFIRMED,50.818947,,,2.41,,,,5368.0,,0.85,
K2-264,K2,CONFIRMED,5.83977,,,2.27,,,,3580.0,,0.473,
K2-265,K2,CONFIRMED,2.36906,,,1.676,,,,5435.0,4.47,0.924,
K2-266,K2,CONFIRMED,0.658524,,,3.3,,,,4285.0,4.581,0.703,
K2-268,K2,CONFIRMED,2.151676,,,1.5,,,,5106.0,4.58,0.78,
K2-269,K2,CONFIRMED,4.144,,,,,,,6177.44,4.16002,1.49612,
K2-27,K2,CONFIRMED,6.771315,,,5.36,,,,5797.0,4.42,1.03,
K2-270,K2,CONFIRMED,1.543452,,,1.3,,,,,,0.735,
K2-271,K2,CONFIRMED,8.56222,,,6.89,,,,,,0.928,
K2-272,K2,CONFIRMED,14.454034,,,3.2,,,,5490.0,4.548,0.802,
K2-273,K2,CONFIRMED,11.71571445,,,,,,,5051.83,4.48518,0.86968,
K2-275,K2,CONFIRMED,3.280961,,,2.24,,,,4812.0,4.61,0.73,
K2-276,K2,CONFIRMED,18.718269,,,3.77,,,,5139.0,4.49,0.85,
K2-277,K2,CONFIRMED,6.32668003682,,,2.29015537,,,,5673.0,4.46318,0.975383,
K2-278,K2,CONFIRMED,3.33253,,,3.63,,,,,,1.766,
K2-279,K2,CONFIRMED,7.122605,,,1.21,,,,5558.0,4.46,0.86,
K2-28,K2,CONFIRMED,2.260435,,,2.3,,,,3292.75,,0.279867,
K2-280,K2,CONFIRMED,19.89526,,,7.5,,,,5500.0,4.21,1.28,
K2-281,K2,CONFIRMED,8.687708,,,8.1,,,,,,0.75,
K2-283,K2,CONFIRMED,1.921111,,,3.23,,,,,,0.709,
K2-284,K2,CONFIRMED,4.795069,,,2.78,,,,4140.0,4.67,0.607,
K2-285,K2,CONFIRMED,3.471745,,,2.59,,,,4975.0,4.4,0.787,
K2-286,K2,CONFIRMED,27.359,,,2.1,,,,3926.0,4.7,0.62,
K2-287,K2,CONFIRMED,14.893291,,,9.494023,,,,5695.0,4.398,1.07,
K2-288 B,K2,CONFIRMED,31.3888,,,1.25,,,,,,0.312,
K2-289,K2,CONFIRMED,13.15628,,,3.2,,,,3809.0,4.89,0.38,
K2-29,K2,CONFIRMED,3.258824,,,12.05607716,,,,5392.0,4.59,0.857501,
K2-290,K2,CONFIRMED,,,,,,,,,,,
K2-291,K2,CONFIRMED,2.225177,,,1.589,,,,5520.0,4.5,0.899,
K2-292,K2,CONFIRMED,16.9841,,,2.63,,,,5725.0,4.33,1.09,
K2-293,K2,CONFIRMED,13.1225,,,2.45,,,,5532.0,4.52,0.947,
K2-294,K2,CONFIRMED,2.50387,,,1.66,,,,5612.0,4.2,1.2,
K2-295,K2,CONFIRMED,4.0248883,,,9.56,,,,,,0.665,
K2-3,K2,CONFIRMED,10.054544,,,2.08,,,,,,0.561,
K2-30,K2,CONFIRMED,4.09847804,,,,,,,5425.0,4.54,0.844,
K2-308,K2,CONFIRMED,3.38631713618,,,,,,,5780.0,4.438,,
K2-31,K2,CONFIRMED,1.25785,,,,,,,5412.0,4.44,0.986,
K2-315,K2,CONFIRMED,3.1443189,,,0.95,,,,3300.0,5.094,0.196,
K2-316,K2,CONFIRMED,1.133,,,1.33,,,,3436.0,4.891,0.379,
K2-317,K2,CONFIRMED,6.22,,,2.93,,,,3387.0,4.885,0.379,
K2-318,K2,CONFIRMED,7.01,,,1.66,,,,3851.0,4.701,0.552,
K2-32,K2,CONFIRMED,8.99002105,,,,,,,5274.0,4.53357,0.851795,
K2-320,K2,CONFIRMED,1.995,,,2.62,,,,3157.0,4.55,0.3,
K2-321,K2,CONFIRMED,2.298,,,1.95,,,,3855.0,4.683,0.583,
K2-322,K2,CONFIRMED,8.205,,,1.92,,,,4141.0,4.677,0.602,
K2-323,K2,CONFIRMED,24.93,,,2.1,,,,3710.0,4.63,0.549,
K2-324,K2,CONFIRMED,3.262,,,2.43,,,,3752.0,4.743,0.505,
K2-325,K2,CONFIRMED,6.93,,,2.2,,,,3287.0,4.84,0.298,
K2-326,K2,CONFIRMED,1.256,,,2.28,,,,3924.0,4.462,0.688,
K2-329,K2,CONFIRMED,12.4551225,,,8.675766,,,,5282.0,4.566,0.822,
K2-33,K2,CONFIRMED,5.4252061,,,0.868,,,,2890.0,,0.16,
K2-330,K2,CONFIRMED,13.773826,,,3.29495202,,,,6114.0,4.01,1.682578,
K2-331,K2,CONFIRMED,9.398977,,,1.79,,,,5994.0,4.43,1.06,
K2-332,K2,CONFIRMED,17.703,,,,,,,3266.0,4.9373,0.289676,
K2-333,K2,CONFIRMED,14.759287,,,6.18,,,,5880.0,4.29,1.22,
K2-334,K2,CONFIRMED,5.11383503556,,,5.67086336,,,,6315.7,4.17,1.50876,
K2-335,K2,CONFIRMED,12.282343,,,2.52633631,,,,5985.0,4.14,1.410373,
K2-336,K2,CONFIRMED,21.191788,,,1.3172461,,,,5277.0,4.54,0.782112,
K2-337,K2,CONFIRMED,16.273563,,,2.62,,,,5869.0,4.17,1.32,
K2-338,K2,CONFIRMED,3.85,,,,,,,4504.0,4.69363,0.626953,
K2-34,K2,CONFIRMED,2.995646,,,13.96620332,,,,5990.0,4.11,1.454974,
K2-340,K2,CONFIRMED,29.729,,,,,,,5464.0,4.32739,1.11294,
K2-341,K2,CONFIRMED,36.556251,,,2.96787013,,,,5759.0,4.31,1.035241,
K2-342,K2,CONFIRMED,11.561514,,,2.4,,,,6140.0,4.255,1.406,
K2-343,K2,CONFIRMED,2.787174,,,1.65,,,,3804.0,4.8,0.46,
K2-344,K2,CONFIRMED,3.3557219,,,1.9149,,,,3807.0,4.68,0.56,
K2-345,K2,CONFIRMED,10.367437,,,2.11,,,,3779.0,4.74,0.52,
K2-346,K2,CONFIRMED,26.198,,,,,,,4678.0,4.60838,0.709927,
K2-347,K2,CONFIRMED,7.18662,,,2.58,,,,,,0.584,
K2-348,K2,CONFIRMED,4.688418,,,3.26,,,,5077.0,4.5,0.85,
K2-349,K2,CONFIRMED,9.029,,,,,,,5274.0,4.60139,0.786068,
K2-35,K2,CONFIRMED,2.399964,,,1.32,,,,4402.71,,0.619575,
K2-350,K2,CONFIRMED,4.163873,,,1.54,,,,5789.0,4.39,1.04,
K2-351,K2,CONFIRMED,7.806164,,,2.54,,,,5769.0,4.4,1.05,
K2-352,K2,CONFIRMED,3.665912,,,1.37,,,,5791.0,4.47,0.95,
K2-354,K2,CONFIRMED,3.794,,,,,,,3510.0,4.80673,0.421881,
K2-355,K2,CONFIRMED,5.7385647,,,2.25,,,,5790.0,4.49,0.92,
K2-357,K2,CONFIRMED,16.3488637,,,3.72,,,,5794.0,4.43,1.0,
K2-36,K2,CONFIRMED,1.422647,,,1.45,,,,4953.0,4.598,0.75,
K2-366,K2,CONFIRMED,15.93709,,,1.87,,,,,,0.731,
K2-367,K2,CONFIRMED,20.645099,,,2.413,,,,4348.0,4.726,0.625,
K2-369,K2,CONFIRMED,5.761612,,,1.313,,,,5682.0,4.418,0.881,
K2-37,K2,CONFIRMED,4.44117,,,1.61,,,,5413.0,4.52,0.85,
K2-370,K2,CONFIRMED,2.1408063,,,2.59639,,,,5372.0,4.40929,1.0,
K2-371,K2,CONFIRMED,3.11489307594,,,12.11200864,,,,4973.0,4.438,0.74956,
K2-372,K2,CONFIRMED,9.84413,,,3.23,,,,,,0.9395,
K2-373,K2,CONFIRMED,11.0213,,,2.25,,,,,,1.507,
K2-374,K2,CONFIRMED,4.521953,,,1.593,,,,5789.0,4.386,0.907,
K2-375,K2,CONFIRMED,14.4584,,,2.84,,,,,,1.551,
K2-376,K2,CONFIRMED,5.776475,,,1.736,,,,5937.0,4.275,1.149,
K2-377,K2,CONFIRMED,12.832235,,,1.693,,,,4200.0,4.673,0.691,
K2-378,K2,CONFIRMED,2.060438,,,2.88,,,,4823.0,4.674,0.732,
K2-38,K2,CONFIRMED,4.01593,,,1.54,,,,5731.0,4.38,1.06,
K2-380,K2,CONFIRMED,9.40172,,,1.96,,,,,,1.13,
K2-381,K2,CONFIRMED,7.9389334,,,1.075,,,,4473.0,4.653,0.675,
K2-382,K2,CONFIRMED,21.7,,,2.38,,,,,,0.811,
K2-383,K2,CONFIRMED,1.866025,,,1.75,,,,,,0.878,
K2-384,K2,CONFIRMED,2.231527,,,1.076,,,,3623.0,4.874,0.348,
K2-385,K2,CONFIRMED,2.38098,,,1.72,,,,,,0.734,
K2-386,K2,CONFIRMED,7.473223,,,2.32,,,,5749.0,4.424,0.97,
K2-387,K2,CONFIRMED,28.735998,,,4.0,,,,,,0.35,
K2-388,K2,CONFIRMED,6.339069,,,3.66,,,,5367.0,4.456,0.897,
K2-389,K2,CONFIRMED,8.58289,,,2.33,,,,5773.0,4.31,1.094,
K2-39,K2,CONFIRMED,4.6028,,,,,,,4911.0,,3.12057,
K2-390,K2,CONFIRMED,3.312792,,,4.662,,,,5558.0,4.368,0.966,
K2-391,K2,CONFIRMED,4.622654,,,1.371,,,,5543.0,4.973,0.566,
K2-392,K2,CONFIRMED,15.398723,,,1.85,,,,5726.0,4.314,1.058,
K2-393,K2,CONFIRMED,10.413181,,,2.352,,,,5678.0,4.321,1.071,
K2-394,K2,CONFIRMED,5.09582,,,,,,,4490.0,,0.58,
K2-395,K2,CONFIRMED,4.803352,,,2.597,,,,5007.0,4.628,0.783,
K2-396,K2,CONFIRMED,0.673862,,,1.579,,,,5236.0,4.488,0.92,
K2-397,K2,CONFIRMED,3.572326,,,2.417,,,,5387.0,4.435,0.966,
K2-398,K2,CONFIRMED,6.393025,,,2.274,,,,5946.0,4.227,1.239,
K2-399,K2,FALSE_POSITIVE,0.759978,,,6.049,,,,5690.0,3.956,1.541,
K2-4,K2,CONFIRMED,10.00361,,,2.57,,,,4077.0,,0.62,
K2-400,K2,CONFIRMED,3.865053,,,1.163,,,,3578.0,4.847,0.382,
K2-401,K2,CONFIRMED,6.293099,,,2.262,,,,4213.0,4.719,0.675,
K2-402,K2,CONFIRMED,17.27474,,,2.678,,,,5716.0,4.197,1.28,
K2-403,K2,CONFIRMED,33.589979,,,5.333,,,,5511.0,4.439,0.886,
K2-404,K2,CONFIRMED,13.115365,,,2.53,,,,3748.0,4.695,0.552,
K2-405,K2,CONFIRMED,3.4355113,,,4.18368,,,,4870.0,4.53,0.8,
K2-406,K2,CONFIRMED,22.549406,,,4.602,,,,5784.0,4.374,0.961,
K2-407,K2,CONFIRMED,4.941907,,,1.283,,,,5563.0,4.45,0.927,
K2-408,K2,CONFIRMED,20.978959,,,1.677,,,,5335.0,4.559,0.784,
K2-409,K2,CONFIRMED,1.908084,,,2.482,,,,5742.0,4.204,1.228,
K2-411,K2,CONFIRMED,3.2141,,,0.9898,,,,5711.0,4.1693,1.375,
K2-412,K2,CONFIRMED,5.9382,,,2.116,,,,5590.0,4.412,0.977,
K2-413,K2,CONFIRMED,0.8094,,,0.7599,,,,4116.0,4.656,0.7,
K2-414,K2,CONFIRMED,4.3696,,,1.219,,,,4343.0,4.621,0.732,
K2-415,K2,CONFIRMED,4.01798053813,,,1.1017624,,,,3166.0,5.07428,0.194357,
K2-416,K2,CONFIRMED,13.102,,,2.66,,,,3746.0,4.691,0.554,
K2-417,K2,CONFIRMED,6.535,,,3.31,,,,3861.0,4.67,0.5776,
K2-419 A,K2,CONFIRMED,20.35954,,,10.85,,,,3728.0,4.70337,0.539092,
K2-42,K2,CONFIRMED,6.68851,,,2.25,,,,,,0.658,
K2-43,K2,CONFIRMED,3.471149,,,4.51,,,,3840.6,,0.542,
K2-44,K2,CONFIRMED,5.657,,,2.433,,,,5912.0,4.101,1.58,
K2-45,K2,CONFIRMED,1.7292591,,,11.0,,,,4271.0,,0.66,
K2-46,K2,CONFIRMED,19.15344,,,2.04,,,,6445.0,,1.12,
K2-47,K2,CONFIRMED,31.6372,,,1.89,,,,5054.0,4.544,0.76,
K2-48,K2,CONFIRMED,20.5065,,,2.24,,,,4899.0,4.603,0.73,
K2-49,K2,CONFIRMED,2.770522,,,3.19,,,,,,0.696,
K2-5,K2,CONFIRMED,5.73597,,,1.5,,,,4021.0,4.823,0.462,
K2-51,K2,FALSE_POSITIVE,13.008383,,,15.65133315,,,,5526.0,4.29,1.420548,
K2-52,K2,CONFIRMED,3.5353975,,,1.98,,,,3260.0,,0.23,
K2-53,K2,CONFIRMED,12.20772,,,2.6,,,,5263.0,4.555,0.807,
K2-54,K2,CONFIRMED,9.7843,,,1.15,,,,3798.0,4.891,0.384,
K2-55,K2,CONFIRMED,2.84947127,,,,,,,4279.0,4.52788,0.737576,
K2-57,K2,CONFIRMED,9.0073,,,2.30905002,,,,4413.0,4.629,0.671,
K2-58,K2,CONFIRMED,7.0525273,,,2.62,,,,4998.0,,0.76,
K2-59,K2,CONFIRMED,20.6921,,,2.41,,,,5055.0,4.592,0.731,
K2-6,K2,CONFIRMED,30.9349,,,2.5,,,,5767.0,4.398,1.01,
K2-60,K2,CONFIRMED,3.0026,,,,,,,5630.0,4.11247,1.45479,
K2-61,K2,CONFIRMED,2.573413,,,1.93284331,,,,5761.0,4.38,1.015751,
K2-62,K2,CONFIRMED,6.67199,,,2.02,,,,4455.0,4.57,0.696,
K2-63,K2,CONFIRMED,20.2653,,,2.89,,,,,,1.269,
K2-64,K2,CONFIRMED,6.53147301,,,,,,,5391.0,4.52678,0.875405,
K2-65,K2,CONFIRMED,12.647815,,,1.38162499,,,,4799.0,4.55,0.668753,
K2-66,K2,CONFIRMED,5.06939,,,2.75,,,,5865.0,3.99,1.79,
K2-67,K2,FALSE_POSITIVE,24.38724,,,17.4,,,,,,,
K2-69,K2,CONFIRMED,7.06599,,,2.32,,,,4127.0,4.786,0.491,
K2-7,K2,CONFIRMED,28.6777,,,4.12,,,,5715.0,3.817,2.13,
K2-70,K2,CONFIRMED,13.978518,,,2.75039475,,,,5131.0,4.53,0.798574,
K2-71,K2,CONFIRMED,6.9862794,,,3.32,,,,3891.0,,0.57,
K2-72,K2,CONFIRMED,5.57739,,,0.75,,,,3497.0,5.048,0.232,
K2-73,K2,CONFIRMED,7.49569,,,2.71,,,,,,1.079,
K2-74,K2,CONFIRMED,19.565557,,,2.95906745,,,,5929.0,4.24,1.086156,
K2-75,K2,CONFIRMED,7.8142,,,2.67,,,,5995.0,4.118,1.56,
K2-76,K2,FALSE_POSITIVE,11.98934,,,14.77,,,,,,1.726,
K2-77,K2,CONFIRMED,8.199796,,,2.3,,,,4970.0,4.47,0.76,
K2-78,K2,FALSE_POSITIVE,2.29016,,,1.42,,,,,,,
K2-79,K2,CONFIRMED,10.993948,,,3.14685573,,,,5839.0,4.41,1.038427,
K2-8,K2,CONFIRMED,10.3535,,,3.32,,,,5147.0,4.562,0.8,
K2-80,K2,CONFIRMED,19.0912,,,2.03,,,,,,0.785,
K2-81,K2,CONFIRMED,6.10099028,,,,,,,4784.0,4.56844,0.756173,
K2-82,K2,FALSE_POSITIVE,7.195834,,,2.6,,,,,,,
K2-84,K2,CONFIRMED,6.4215,,,2.41,,,,5652.0,4.481,0.93,
K2-85,K2,CONFIRMED,0.684541,,,1.36,,,,,,0.671,
K2-86,K2,CONFIRMED,8.775864,,,1.97521161,,,,5129.0,4.52,0.721964,
K2-87,K2,CONFIRMED,9.72664,,,8.42,,,,,,1.508,
K2-88,K2,CONFIRMED,4.61228,,,2.3,,,,3624.15,,0.459539,
K2-89,K2,CONFIRMED,1.095962,,,0.617,,,,,,0.318,
K2-9,K2,CONFIRMED,18.4474,,,5.6,,,,4052.0,4.816,0.468,
K2-90,K2,CONFIRMED,13.71468745,,,,,,,4133.13,4.62196,0.650887,
K2-91,K2,CONFIRMED,1.41929871,,,,,,,3326.0,4.86273,0.361559,
K2-92,K2,FALSE_POSITIVE,0.701818,,,2.56,,,,,,,
K2-95,K2,CONFIRMED,10.134016,,,3.88,,,,3548.0,4.84,0.42,
K2-97,K2,CONFIRMED,8.406,,,,,,,4642.56,,4.70881,
K2-98,K2,CONFIRMED,10.13682,,,4.6,,,,,,1.37,
K2-99,K2,CONFIRMED,18.24841,,,12.48,,,,,,2.71,
Qatar-2,K2,CONFIRMED,1.33711716,,,,,,,4645.0,4.601,0.713,
TRAPPIST-1,K2,CONFIRMED,1.5108261,,,,,,,2566.0,5.2396,0.1192,
V1298 Tau,K2,CONFIRMED,24.1396,,,10.27,,,,,,1.345,
WASP-107,K2,CONFIRMED,5.72149,,,10.53646,,,,4430.0,4.5,0.66,
WASP-118,K2,CONFIRMED,4.0460644,,,18.2851,,,,6404.0,4.03,1.81,
WASP-151,K2,CONFIRMED,4.53346998242,,,13.22170304,,,,5846.0,4.31,1.1971,
WASP-157,K2,CONFIRMED,,,,,,,,,,,
WASP-28,K2,CONFIRMED,3.4088353,,,,,,,6150.0,4.37,1.094,
WASP-47,K2,CONFIRMED,4.1591492,,,12.64,,,,5552.0,4.3437,1.137,
WASP-55,K2,CONFIRMED,4.4656294,,,,,,,,,,
WASP-75,K2,CONFIRMED,2.4841905,,,15.6,,,,6090.0,4.223,1.39,
WASP-85 A,K2,CONFIRMED,,,,,,,,,,,
Wolf 503,K2,CONFIRMED,6.00127,,,2.043,,,,4716.0,4.62,0.689,
